EventRecordID,TimeCreated.SystemTime,UtcTime,EventID,Computer,Image,CommandLine,ProcessGuid,ProcessId,User,ParentImage,ParentCommandLine,ParentProcessGuid,TargetFilename,QueryName,QueryResults,DestinationIp,DestinationHostname,DestinationPort,SourceIp,SourcePort,Protocol,Initiated,Hashes,CurrentDirectory,Description,Company,Product,Channel,Configuration,ConfigurationFileHash,Contents,Correlation,CreationUtcTime,DestinationIsIpv6,DestinationPortName,Execution.ProcessID,Execution.ThreadID,FileVersion,Hash,IntegrityLevel,Keywords,Level,LogonGuid,LogonId,Opcode,OriginalFileName,ParentProcessId,Provider.Guid,Provider.Name,QueryStatus,RuleName,SchemaVersion,Security.UserID,SourceHostname,SourceIsIpv6,SourcePortName,State,Task,TerminalSessionId,Version,xmlns
1482,2021-05-07T12:18:52.399390Z,2021-05-07 12:18:52.262,1,MSEDGEWIN10,C:\Users\IEUser\Downloads\Sysmon\Sysmon.exe,Sysmon.exe  -u,747F3D96-302C-6095-9704-000000001D00,1508,MSEDGEWIN10\IEUser,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" ",747F3D96-21B0-6095-F102-000000001D00,,,,,,,,,,,"MD5=DE5291AAB5CE0F305B4882CF2324A320,SHA256=902B30F1A5510B7B72BAD794AF3614B487360553E6246F6358B6A64A57046800,IMPHASH=FCA4E789B7E426FECECA7AC808CCE473",C:\Users\IEUser\Downloads\Sysmon\,System activity monitor,Sysinternals - www.sysinternals.com,Sysinternals Sysmon,Microsoft-Windows-Sysmon/Operational,,,,,,,,4804,5500,13.10,,High,0x8000000000000000,4,747F3D96-DE82-6094-4A13-0F0000000000,0xf134a,0,-,5344,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
1483,2021-05-07T12:18:52.462757Z,2021-05-07 12:18:52.450,11,MSEDGEWIN10,C:\Users\IEUser\Downloads\Sysmon\Sysmon.exe,,747F3D96-302C-6095-9704-000000001D00,1508,,,,,C:\Users\IEUser\AppData\Local\Temp\Sysmon.exe,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:18:52.450,,,4804,5500,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,EXE,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
1484,2021-05-07T12:18:52.502224Z,2021-05-07 12:18:52.470,1,MSEDGEWIN10,C:\Users\IEUser\AppData\Local\Temp\Sysmon.exe,Sysmon.exe  -u,747F3D96-302C-6095-9804-000000001D00,2084,MSEDGEWIN10\IEUser,C:\Users\IEUser\Downloads\Sysmon\Sysmon.exe,Sysmon.exe  -u,747F3D96-302C-6095-9704-000000001D00,,,,,,,,,,,"MD5=6941190A798BB7C0846B5553270D2014,SHA256=4C81F0FAF42081ED34A2A2C30B3C2DD4110A7394C741BAA19DE6BAF5D46BF004,IMPHASH=3C34E34AF1762DF459C85DEB74B8C286",C:\Users\IEUser\Downloads\Sysmon\,System activity monitor,Sysinternals - www.sysinternals.com,Sysinternals Sysmon,Microsoft-Windows-Sysmon/Operational,,,,,,,,4804,5500,13.10,,High,0x8000000000000000,4,747F3D96-DE82-6094-4A13-0F0000000000,0xf134a,0,-,1508,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
1485,2021-05-07T12:18:52.550312Z,2021-05-07 12:18:52.544,4,MSEDGEWIN10,,,,,,,,,,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4804,6544,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,,4.60,S-1-5-18,,,,Stopped,4,,13.10,http://schemas.microsoft.com/win/2004/08/events/event
1486,2021-05-07T12:19:15.628835Z,2021-05-07 12:19:15.625,16,MSEDGEWIN10,,,,,,,,,,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,C:\Users\IEUser\Downloads\Sysmon\sysmonconfig-export.xml,SHA256=EA5133261F8C5D31A30DD852A05B90E804103837310C14A69747BA8367D6CDB5,,,,,,4348,6112,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,,,S-1-5-21-3461203602-4096304019-2269080069-1000,,,,,16,,3,http://schemas.microsoft.com/win/2004/08/events/event
1487,2021-05-07T12:19:15.802420Z,2021-05-07 12:19:15.797,4,MSEDGEWIN10,,,,,,,,,,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,,4.60,S-1-5-18,,,,Started,4,,13.10,http://schemas.microsoft.com/win/2004/08/events/event
1488,2021-05-07T12:19:15.819445Z,2021-05-07 12:19:15.640,1,MSEDGEWIN10,C:\Windows\Sysmon.exe,C:\Windows\Sysmon.exe,747F3D96-3043-6095-A204-000000001D00,4224,NT AUTHORITY\SYSTEM,-,-,00000000-0000-0000-0000-000000000000,,,,,,,,,,,"MD5=6941190A798BB7C0846B5553270D2014,SHA256=4C81F0FAF42081ED34A2A2C30B3C2DD4110A7394C741BAA19DE6BAF5D46BF004,IMPHASH=3C34E34AF1762DF459C85DEB74B8C286",C:\Windows\system32\,System activity monitor,Sysinternals - www.sysinternals.com,Sysinternals Sysmon,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,13.10,,System,0x8000000000000000,4,747F3D96-89A0-6095-E703-000000000000,0x3e7,0,-,524,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,0,5,http://schemas.microsoft.com/win/2004/08/events/event
1489,2021-05-07T12:19:15.820087Z,2021-05-07 12:19:15.707,1,MSEDGEWIN10,C:\Windows\System32\wbem\unsecapp.exe,C:\Windows\system32\wbem\unsecapp.exe -Embedding,747F3D96-3043-6095-A304-000000001D00,6984,NT AUTHORITY\SYSTEM,-,-,00000000-0000-0000-0000-000000000000,,,,,,,,,,,"MD5=8B0E699F01BDD3B9AD741D1BD7343248,SHA256=8095D4D7726438F8665E00C1A405AB94DB6358DC14740783795CF8617A64F19E,IMPHASH=9E0E0DA3FF0E183298AEDC6F7ECB7E05",C:\Windows\system32\,Sink to receive asynchronous callbacks for WMI client application,Microsoft Corporation,Microsoft® Windows® Operating System,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,10.0.17763.1 (WinBuild.160101.0800),,System,0x8000000000000000,4,747F3D96-89A0-6095-E703-000000000000,0x3e7,0,unsecapp.dll,728,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,0,5,http://schemas.microsoft.com/win/2004/08/events/event
1490,2021-05-07T12:19:16.713355Z,2021-05-07 12:19:16.703,5,MSEDGEWIN10,C:\Users\IEUser\AppData\Local\Temp\Sysmon.exe,,747F3D96-3043-6095-9C04-000000001D00,4348,,,,,,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,5,,3,http://schemas.microsoft.com/win/2004/08/events/event
1491,2021-05-07T12:19:16.723433Z,2021-05-07 12:19:16.719,5,MSEDGEWIN10,C:\Users\IEUser\Downloads\Sysmon\Sysmon.exe,,747F3D96-3043-6095-9B04-000000001D00,4960,,,,,,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,5,,3,http://schemas.microsoft.com/win/2004/08/events/event
1492,2021-05-07T12:19:35.361695Z,2021-05-07 12:19:35.322,1,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" ",747F3D96-3057-6095-A504-000000001D00,2176,MSEDGEWIN10\IEUser,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE,747F3D96-DE84-6094-6800-000000001D00,,,,,,,,,,,"MD5=CF62418A1AE72A86F66DB4DCCB3FCBD9,SHA256=96B04578BB30AC9EF4534C6FC1BBA943F6432B52BF693206936C325C9A722DDF,IMPHASH=891D2BAFA4260189E94CAC8FB19F369A",C:\Program Files\Google\Chrome\Application\,Google Chrome,Google LLC,Google Chrome,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,90.0.4430.93,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,chrome.exe,2956,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
1493,2021-05-07T12:19:36.925986Z,2021-05-07 12:19:36.919,1,MSEDGEWIN10,C:\Windows\System32\CompPkgSrv.exe,C:\Windows\System32\CompPkgSrv.exe -Embedding,747F3D96-3058-6095-AD04-000000001D00,5652,MSEDGEWIN10\IEUser,-,-,00000000-0000-0000-0000-000000000000,,,,,,,,,,,"MD5=1D81678C44DFA8582F01396CF1B5F7C0,SHA256=0E20CC2247BA919575AD71E08F40218D90825C2A207F4E5DF0479CA803F94890,IMPHASH=9C5365A9CDB8687F59320109F3CE439E",C:\Windows\system32\,Component Package Support Server,Microsoft Corporation,Microsoft® Windows® Operating System,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,10.0.17763.1697 (WinBuild.160101.0800),,Low,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,CompPkgSrv.exe,728,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
1494,2021-05-07T12:19:38.535205Z,2021-05-07 12:19:37.911,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,accounts.google.com,2404:6800:4007:810::200d;::ffff:142.250.182.141;,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,0,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1495,2021-05-07T12:19:38.535260Z,2021-05-07 12:19:38.046,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,wpad,::ffff:185.38.111.1;,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,0,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1496,2021-05-07T12:19:38.535298Z,2021-05-07 12:19:38.328,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,www.google.com,2404:6800:4002:804::2004;::ffff:172.217.160.132;,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,0,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1497,2021-05-07T12:19:39.523475Z,2021-05-07 12:19:38.604,22,MSEDGEWIN10,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,747F3D96-DE88-6094-6C00-000000001D00,3312,,,,,,fp-vs.azureedge.net,type:  5 fp-vs.ec.azureedge.net;type:  5 cs9.wpc.v0cdn.net;2606:2800:147:120f:30c:1ba0:fc6:265a;::ffff:117.18.232.200;,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,0,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1498,2021-05-07T12:19:44.905533Z,2021-05-07 12:19:44.120,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,az725175.vo.msecnd.net,type:  5 cs22.wpc.v0cdn.net;::ffff:117.18.232.200;,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,0,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1499,2021-05-07T12:19:44.905597Z,2021-05-07 12:19:44.539,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,outlook,-,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,9003,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1500,2021-05-07T12:19:45.910918Z,2021-05-07 12:19:45.554,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,nndokdxockgxpi,-,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,9003,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1501,2021-05-07T12:19:45.910944Z,2021-05-07 12:19:45.649,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,jotsmastogmufw,-,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,9003,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1502,2021-05-07T12:19:45.910968Z,2021-05-07 12:19:45.650,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,xgaranenweeaka,-,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,9003,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1503,2021-05-07T12:20:20.127241Z,2021-05-07 12:20:20.107,11,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A504-000000001D00,2176,,,,,C:\Users\IEUser\Downloads\de44892c-1f21-46f8-9c86-144844181950.tmp,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:20:20.107,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,Downloads,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
1504,2021-05-07T12:20:21.279680Z,2021-05-07 12:20:20.346,22,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3057-6095-A804-000000001D00,6676,,,,,,sb-ssl.google.com,type:  5 sb-ssl.l.google.com;2404:6800:4007:82b::200e;::ffff:142.250.195.174;,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,3364,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,0,-,,S-1-5-18,,,,,22,,5,http://schemas.microsoft.com/win/2004/08/events/event
1505,2021-05-07T12:20:23.230067Z,2021-05-07 12:20:23.218,15,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3086-6095-CB04-000000001D00,3704,,,,,C:\Users\IEUser\Downloads\updater.hta,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,-,,2021-05-07 12:20:20.107,,,4224,7088,,"MD5=B1C9F01157759BA9E8679965E51A4AE1,SHA256=CE42A23936E4CEC5E222EC323BC4DBF462FD16E16C21E3C2995F86CF79106C80,IMPHASH=00000000000000000000000000000000",,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,15,,2,http://schemas.microsoft.com/win/2004/08/events/event
1506,2021-05-07T12:20:23.230120Z,2021-05-07 12:20:23.218,11,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3086-6095-CB04-000000001D00,3704,,,,,C:\Users\IEUser\Downloads\updater.hta:Zone.Identifier,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:20:20.107,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,Downloads,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
1507,2021-05-07T12:20:23.230170Z,2021-05-07 12:20:23.218,15,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3086-6095-CB04-000000001D00,3704,,,,,C:\Users\IEUser\Downloads\updater.hta:Zone.Identifier,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,[ZoneTransfer]  ZoneId=3  ,,2021-05-07 12:20:20.107,,,4224,7088,,"MD5=FBCCF14D504B7B2DBCB5A5BDA75BD93B,SHA256=EACD09517CE90D34BA562171D15AC40D302F0E691B439F91BE1B6406E25F5913,IMPHASH=00000000000000000000000000000000",,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,15,,2,http://schemas.microsoft.com/win/2004/08/events/event
1508,2021-05-07T12:20:23.230214Z,2021-05-07 12:20:23.219,15,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3086-6095-CB04-000000001D00,3704,,,,,C:\Users\IEUser\Downloads\updater.hta,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,-,,2021-05-07 12:20:20.107,,,4224,7088,,"MD5=B1C9F01157759BA9E8679965E51A4AE1,SHA256=CE42A23936E4CEC5E222EC323BC4DBF462FD16E16C21E3C2995F86CF79106C80,IMPHASH=00000000000000000000000000000000",,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,15,,2,http://schemas.microsoft.com/win/2004/08/events/event
1509,2021-05-07T12:20:23.230316Z,2021-05-07 12:20:23.219,15,MSEDGEWIN10,C:\Program Files\Google\Chrome\Application\chrome.exe,,747F3D96-3086-6095-CB04-000000001D00,3704,,,,,C:\Users\IEUser\Downloads\updater.hta:Zone.Identifier,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,[ZoneTransfer]  ZoneId=3  HostUrl=http://192.168.1.11:6969/updater.hta  ,,2021-05-07 12:20:20.107,,,4224,7088,,"MD5=C0DA941513B9A6C0E2375D8C16BCEEEE,SHA256=7E97F3C2733B115878BCA160FC2F0569F6A27D64EEBF4F6ADC580A037468EA19,IMPHASH=00000000000000000000000000000000",,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,15,,2,http://schemas.microsoft.com/win/2004/08/events/event
1510,2021-05-07T12:20:26.626652Z,2021-05-07 12:20:26.610,1,MSEDGEWIN10,C:\Windows\SysWOW64\mshta.exe,"""C:\Windows\SysWOW64\mshta.exe"" ""C:\Users\IEUser\Downloads\updater.hta"" {1E460BD7-F1C3-4B2E-88BF-4E770A288AF5}{1E460BD7-F1C3-4B2E-88BF-4E770A288AF5} ",747F3D96-308A-6095-CD04-000000001D00,2848,MSEDGEWIN10\IEUser,C:\Program Files\Google\Chrome\Application\chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" ",747F3D96-3057-6095-A504-000000001D00,,,,,,,,,,,"MD5=4DBAFC3C0B7A9CAA67D6C2C3D99422F2,SHA256=12C94C614FB752DC1F6797B5FB3AD67719E3C924FACDA35DC36792C8E5AC45FC,IMPHASH=4CB8A74361E70A5FF774A0A1A7C65989",C:\Users\IEUser\Downloads\,Microsoft (R) HTML Application host,Microsoft Corporation,Internet Explorer,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,11.00.17763.1 (WinBuild.160101.0800),,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,MSHTA.EXE,2176,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
